ABIDE,Positiv,,Affil,,,,,,,,,,,
ALLOWANCE,Positiv,,,,,,,,,,,,,
ALLURE,Positiv,,,,,,,,,,,,Virtue,
ALLY,Positiv,,Affil,,Strong,,,,,,,,,
ALMIGHTY,Positiv,,,,Strong,Power,,,,,,EMOT,Virtue,
ALTRUISTIC,Positiv,,Affil,,,,,,,,,,Virtue,
AMAZEMENT,Positiv,,,,Strong,Power,,,,,,,,
AMAZING,Positiv,,,,Strong,Power,,,,,,,,
AMELIORATE,Positiv,,Affil,,,,,,,,,,,
AMENABLE,Positiv,,Affil,,,,,,,,,,Virtue,
AMENITY,Positiv,,,,,,,,,,,,,
AMIABILITY,Positiv,,Affil,,,,,,,,,,Virtue,
AMIABLE,Positiv,,Affil,,,,,,,,,,Virtue,
AMICABLE,Positiv,,Affil,,,,,,,,,,Virtue,
AMNESTY,Positiv,,,,,Power,,,,,,,,
AMOUR,Positiv,,,,,,,Pleasur,,,,EMOT,,
AMPLE,Positiv,,,,Strong,,,,,,,,,
AMPLIFY,Positiv,,,,Strong,,,,,,,,,
AMPLY,Positiv,,,,Strong,,,,,,,,,
AMUSE,Positiv,,,,,,,Pleasur,,,,EMOT,,
AMUSEMENT,Positiv,,,,,,,Pleasur,,,,,,
ANGEL,Positiv,,Affil,,,,,,,,,,Virtue,
ANGELIC,Positiv,,Affil,,,,,,,,,,Virtue,
ANOINT,Positiv,,Affil,,,,,,,,,,,
APOCALYPSE,Positiv,,,,,,,Pleasur,,,,,,
APPEAL,Positiv,,Affil,,,,,Pleasur,,,,,,
APPEASE,Positiv,,,,,,,,,,,,,
APPEND,Positiv,,,,,,,,,,,,,
APPLAUD,Positiv,,,,,,,,,,,,,
APPLAUSE,Positiv,,,,,,,,,,,,,
APPOINT,Positiv,,,,,Power,,,,,,,,
APPRECIABLE,Positiv,,,,Strong,,,,,,,,,
APPRECIATE,Positiv,,Affil,,,,,,,,Arousal,,,
APPRECIATION,Positiv,,Affil,,,,,Pleasur,,,,,,
APPRECIATIVE,Positiv,,,,,,,Pleasur,,,,,,
APPREHEND,Positiv,,,,,,,,,,,,,
APPROACH,Positiv,,,,,,,,,,,,,
APPROPRIATE,Positiv,,,,,,,,,,,,Virtue,
APPROVAL,Positiv,,Affil,,,,,,,,,,,
APPROVE,Positiv,,Affil,,Strong,,,,,,,,,
APT,Positiv,,,,Strong,,,,,,,,Virtue,
APTITUDE,Positiv,,,,Strong,,,,,,,,Virtue,
ARBITER,Positiv,,Affil,,,,,,,,,,,
ARBITRATE,Positiv,,Affil,,,,,,,,,,,
ARBITRATION,Positiv,,Affil,,,,,,,,,,,
ARDENT,Positiv,,Affil,,Strong,Power,,,,,,,,
ARISEN,Positiv,,,,,,,,,,,,,
ARISTOCRACY,Positiv,,,,,Power,,,,,,,,
ARISTOCRAT,Positiv,,,,,Power,,,,,,,,
ARISTOCRATIC,Positiv,,,,,Power,,,,,,,,
ARREST,Positiv,,,,,,,,,,,,Virtue,
ART,Positiv,,,,,,,,,,,,,
ASCRIBE,Positiv,,Affil,,,,,,,,,,,
ASPIRATION,Positiv,,,,,,,,,,,,,
ASPIRE,Positiv,,,,,,,,,,,,,
ASSENT,Positiv,,Affil,,,,,,,,,,,
ASSERTION,Positiv,,,,Strong,,,,,,Arousal,,,
ASSET,Positiv,,Affil,,Strong,,,,,,,,,
ASSIST,Positiv,,Affil,,Strong,,,,,,,,,
ASSISTANCE,Positiv,,Affil,,Strong,,,,,,,,Virtue,
ASSISTANT,Positiv,,,,,,,,,,,,,
ASSOCIATE,Positiv,,,,,,,,,,,,,
ASSOCIATION,Positiv,,Affil,,Strong,,,,,,,,,
ASSURANCE,Positiv,,Affil,,Strong,,,,,,,,,
ASSURE,Positiv,,,,Strong,Power,,,,,,,,
ASSUREDLY,Positiv,,,,Strong,Power,,,,,,,,
ASTOUND,Positiv,,,,Strong,Power,,,,,,,,
ASTUTE,Positiv,,,,,,,,,,,,Virtue,
ATHLETIC,Positiv,,,,Strong,,,,,,,,Virtue,
ATTACHMENT,Positiv,,Affil,,,,,Pleasur,,,,EMOT,,
ATTAIN,Positiv,,,,Strong,,,,,,,,,
ATTAINMENT,Positiv,,,,Strong,,,,,,,,,
ATTEND,Positiv,,,,,,,,,,,,,
ATTENDANCE,Positiv,,,,,,,,,,,,,
ATTENTIVE,Positiv,,,,,,,,,,,,,
ATTRACT,Positiv,,Affil,,Strong,,,,,,,,,
ATTRACTION,Positiv,,Affil,,Strong,,,Pleasur,,,,,,
ATTRACTIVE,Positiv,,,,,,,,,,,,Virtue,
ATTRACTIVENESS,Positiv,,,,,,,,,,,,,
ATTUNE,Positiv,,,,,,,,,,,,,
AUDIBLE,Positiv,,,,Strong,,,,,,,,,
AUGMENT,Positiv,,,,,,,,,,,,,
AUGMENTATION,Positiv,,,,,,,,,,,,,
AUSPICIOUS,Positiv,,,,,,,,,,,,,
AUTHENTIC,Positiv,,,,,,,,,,,,Virtue,
AUTHENTICITY,Positiv,,,,,,,,,,,,Virtue,
AUTHORITATIVE,Positiv,,,,Strong,Power,,,,,,,Virtue,
AUTHORITY,Positiv,,,,Strong,Power,,,,,,,,
AUTONOMOUS,Positiv,,,,Strong,Power,,,,,,,,
AVAILABILITY,Positiv,,,,,,,,,,,,Virtue,
AVID,Positiv,,,,,,,,,,,,,
AWARD,Positiv,,,,Strong,Power,,,,,,,,
AWARE,Positiv,,,,Strong,,,,,,,,,
AWARENESS,Positiv,,,,Strong,,,,,,,,,
BACK,Positiv,,Affil,,Strong,Power,,,,,,,,
BACKBONE,Positiv,,,,Strong,Power,,,,,,,,
BACKER,Positiv,,,,Strong,,,,,,,,,
BACKING,Positiv,,Affil,,,,,,,,,,,
BALL,Positiv,,,,Strong,,,,,,,,Virtue,
BALMY,Positiv,,,,,,,Pleasur,,,,,,
BAPTISM,Positiv,,Affil,,,,,,,,,,,
BAPTIZE,Positiv,,Affil,,,,,,,,,,,
BARGAIN,Positiv,,,,,,,,,,,,,
BASIC,Positiv,,,,,,,,,,,,,
BEACON,Positiv,,,,,,,,,,,,Virtue,
BEAUTEOUS,Positiv,,,,,,,,,,,,,
BEAUTIFY,Positiv,,,,Strong,,,,,,,,,
BEAUTY,Positiv,,,,,,,,,,,,Virtue,
BEFIT,Positiv,,,,,,,,,,,,,
BEFITTING,Positiv,,,,,,,,,,,,,
BEFRIEND,Positiv,,Affil,,,,,,,,,,,
BEHALF,Positiv,,Affil,,,,,,,,,,Virtue,
BELOVED,Positiv,,Affil,,,,,,,,Arousal,,,
BENEFACTOR,Positiv,,,,,,,,,,,,Virtue,
BENEFICENT,Positiv,,,,,,,,,,,,Virtue,
BENEFICIAL,Positiv,,,,,,,,,,,,Virtue,
BENEFICIARY,Positiv,,,,,,,,,,,,,
BENEFIT,Positiv,,Affil,,Strong,Power,,,,,,,,
BENEVOLENCE,Positiv,,,,,,,,,,,,Virtue,
BENEVOLENT,Positiv,,,,,,,,,,,,Virtue,
BENIGN,Positiv,,Affil,,,Power,,,,,,,Virtue,
BEQUEATH,Positiv,,,,,,,,,,,,,
BEST,Positiv,,,,,,,,,,,,Virtue,
BESTOW,Positiv,,,,Strong,Power,,,,,,,,
BETROTH,Positiv,,,,,,,,,,,,,
BETROTHAL,Positiv,,,,,,,,,,,,,
BETTER,Positiv,,,,,,,,,,,,,
BLAMELESS,Positiv,,,,,,,,,,,,Virtue,
BLESS,Positiv,,Affil,,,,,,,,,,,
BLISS,Positiv,,,,,,,Pleasur,,,,EMOT,,
BLISSFUL,Positiv,,,,,,,Pleasur,,,,EMOT,,
BLITHE,Positiv,,,,,,,Pleasur,,,,,,
BLOOM,Positiv,,,,,,,,,,,,,
BLOSSOM,Positiv,,,,,,,,,,,,,
BOARD,Positiv,,,,,,,,,,,,Virtue,
BOLDNESS,Positiv,,,,Strong,Power,,,,,,,Virtue,
BOLSTER,Positiv,,Affil,,Strong,,,,,,,,,
BONNY,Positiv,,,,,,,,,,,,Virtue,
BONUS,Positiv,,,,,,,,,,,,,
BOOM,Positiv,,,,Strong,,,,,,,,,
BOOST,Positiv,,,,Strong,,,,,,,,,
BOUNDLESS,Positiv,,,,Strong,,,,,,,,,
BOUNTIFUL,Positiv,,,,Strong,,,,,,,,,
BRAINY,Positiv,,,,,,,,,,,,,
BRAVE,Positiv,,,,Strong,Power,,,,,,,Virtue,
BRAVERY,Positiv,,,,Strong,Power,,,,,,,Virtue,
BREADWINNER,Positiv,,,,,,,,,,,,,
BRIGHT,Positiv,,,,,,,,,,,,,
BRIGHTNESS,Positiv,,,,,,,,,,,,,
BRILLIANCE,Positiv,,,,,,,,,,,,,
BRILLIANT,Positiv,,,,,,,,,,,,,
BROTHERHOOD,Positiv,,Affil,,Strong,,,,,,,,Virtue,
BROTHERLY,Positiv,,Affil,,,,,,,,,,,
BUOYANT,Positiv,,Affil,,Strong,,,,,,,,,
BUY,Positiv,,,,,,,,,,,,Virtue,
CALL,Positiv,,Affil,,,,,,,,,,,
CALM,Positiv,,,,,,,Pleasur,,,,EMOT,,
CALMNESS,Positiv,,,,,,,Pleasur,,,,EMOT,,
CANDID,Positiv,,,,Strong,,,,,,,,,
CANDOR,Positiv,,,,Strong,,,,,,,,,
CAPABILITY,Positiv,,,,Strong,Power,,,,,,,,
CAPABLE,Positiv,,,,Strong,Power,,,,,,,Virtue,
CAPITALIZE,Positiv,,,,Strong,Power,,,,,,,,
CAPTIVATION,Positiv,,,,,,,,,,,,,
CARE,Positiv,,Affil,,,,,,,,Arousal,,,
CAREFREE,Positiv,,,,,,,Pleasur,,,,EMOT,,
CAREFUL,Positiv,,,,,,,,,,,,Virtue,
CARESS,Positiv,,Affil,,,,,,,,,,,
CASUAL,Positiv,,,,,,,,,,,,Virtue,
CEASELESS,Positiv,,,,,,,,,,,,,
CELEBRATE,Positiv,,,,,,,Pleasur,,,,,,
CELEBRATION,Positiv,,Affil,,,,,,,,,,,
CELEBRITY,Positiv,,,,,Power,,,,,,,,
CEREMONIAL,Positiv,,,,,,,,,,,,,
CHAMP,Positiv,,,,Strong,Power,,,,,,,,
CHAMPION,Positiv,,,,Strong,Power,,,,,,,,
CHAMPIONSHIP,Positiv,,,,Strong,Power,,,,,,,,
CHARISMA,Positiv,,,,Strong,,,,,,,,Virtue,
CHARITABLE,Positiv,,,,,,,,,,,,Virtue,
CHARITY,Positiv,,,,,,,,,,,,Virtue,
CHARM,Positiv,,Affil,,,,,,,,,,,
CHASTE,Positiv,,,,,,,,,,,,Virtue,
CHEER,Positiv,,Affil,,,,,,,,,,,
CHEERFUL,Positiv,,,,,,,Pleasur,,,,EMOT,,
CHEERY,Positiv,,,,,,,Pleasur,,,,EMOT,,
CHERISH,Positiv,,Affil,,,,,,,,,,,
CHERUB,Positiv,,,,,,,,,,,,Virtue,
CHIC,Positiv,,,,,,,,,,,,,
CHIVALROUS,Positiv,,,,,,,,,,,,Virtue,
CHIVALRY,Positiv,,,,,,,,,,,,Virtue,
CHOSEN,Positiv,,,,,,,,,,,,Virtue,
CHUM,Positiv,,,,,,,,,,,,,
CIVIL,Positiv,,,,,,,,,,,,,
CIVILITY,Positiv,,,,,,,,,,,,Virtue,
CIVILIZATION,Positiv,,,,,,,,,,,,,
CIVILIZE,Positiv,,,,,Power,,,,,,,,
CLARIFY,Positiv,,,,,,,,,,,,,
CLARITY,Positiv,,,,,,,,,,,,,
CLASSIC,Positiv,,,,,,,,,,,,,
CLEAN,Positiv,,,,,,,,,,,,,
CLEANLINESS,Positiv,,,,,,,,,,,,Virtue,
CLEANSE,Positiv,,,,,,,,,,,,,
CLEAR,Positiv,,,,,,,,,,,,,
CLEARNESS,Positiv,,,,,,,,,,,,,
CLEVER,Positiv,,,,Strong,,,,,,,,Virtue,
CLOSENESS,Positiv,,,,,,,,,,,,,
CLOUT,Positiv,,,,Strong,Power,,,,,,,,
CO-OPERATION,Positiv,,Affil,,,,,,,,,,Virtue,
COAX,Positiv,,,,,,,,,,,,,
CODDLE,Positiv,,Affil,,,,,,,,,,,
COEXISTENCE,Positiv,,,,,,,,,,,,,
COGENT,Positiv,,,,Strong,Power,,,,,,,,
COGNIZANCE,Positiv,,,,,,,,,,,,,
COGNIZANT,Positiv,,,,,,,,,,,,,
COHERENT,Positiv,,,,Strong,,,,,,,,,
COHESION,Positiv,,Affil,,Strong,,,,,,,,,
COHORT,Positiv,,Affil,,,,,,,,,,,
COINCIDENT,Positiv,,,,,,,,,,,,,
COLLABORATE,Positiv,,Affil,,,,,,,,,,,
COLLABORATION,Positiv,,Affil,,Strong,,,,,,,,Virtue,
COLLEAGUE,Positiv,,Affil,,,,,,,,,,,
COLOSSAL,Positiv,,,,,,,,,,,,,
COMEBACK,Positiv,,,,Strong,,,,,,,,,
COMEDY,Positiv,,,,,,,,,,,,,
COMELY,Positiv,,,,,,,,,,,,,
COMESTIBLE,Positiv,,,,,,,Pleasur,,,,,,
COMFORT,Positiv,,Affil,,Strong,,,Pleasur,,,Arousal,,,
COMFORTABLE,Positiv,,,,Strong,,,Pleasur,,,,,,
COMIC,Positiv,,,,,,,Pleasur,,,,,,
COMICAL,Positiv,,,,,,,Pleasur,,,,,,
COMMEMORATE,Positiv,,,,,,,,,,,,,
COMMEMORATION,Positiv,,,,,,,,,,,,,
COMMENCEMENT,Positiv,,,,,,,,,,,,,
COMMEND,Positiv,,Affil,,,,,,,,,,,
COMMENDABLE,Positiv,,Affil,,,,,,,,,,Virtue,
COMMENDATION,Positiv,,Affil,,,,,,,,,,,
COMMENSURATE,Positiv,,,,,,,,,,,,,
COMMISSION,Positiv,,Affil,,Strong,,,,,,,,,
COMMITMENT,Positiv,,Affil,,,,,,,,,,Virtue,
COMMODIOUS,Positiv,,Affil,,,,,,,,,,,
COMMON,Positiv,,Affil,,,,,,,,,,Virtue,
COMMONSENSE,Positiv,,,,,,,,,,,,,
COMMUNAL,Positiv,,Affil,,,,,,,,,,,
COMMUNE,Positiv,,Affil,,,,,,,,,,,
COMMUNICATE,Positiv,,,,,,,,,,,,,
COMMUNICATIVE,Positiv,,,,,,,,,,,,,
COMMUNION,Positiv,,Affil,,,,,,,,,,,
COMMUNITY,Positiv,,Affil,,Strong,,,,,,,,,
COMPANION,Positiv,,Affil,,,,,,,,,,,
COMPANIONSHIP,Positiv,,Affil,,,,,,,,,,,
COMPANY,Positiv,,Affil,,,,,,,,,,,
COMPASSION,Positiv,,Affil,,,,,,,,,EMOT,Virtue,
COMPASSIONATE,Positiv,,Affil,,,,,,,,,EMOT,Virtue,
COMPATIBLE,Positiv,,Affil,,,,,,,,,,Virtue,
COMPENSATE,Positiv,,,,Strong,,,,,,,,,
COMPENSATION,Positiv,,,,,,,,,,,,Virtue,
COMPETENCE,Positiv,,,,Strong,,,,,,,,Virtue,
COMPETENCY,Positiv,,,,Strong,,,,,,,,,
COMPETENT,Positiv,,,,Strong,,,,,,,,Virtue,
COMPLEMENT,Positiv,,,,,,,,,,,,,
COMPLEMENTARY,Positiv,,,,,,,,,,,,,
COMPLETE,Positiv,,,,Strong,,,,,,,,,
COMPLETENESS,Positiv,,,,,,,,,,,,Virtue,
COMPLETION,Positiv,,,,,,,,,,,,,
COMPLIANCE,Positiv,,Affil,,,,,,,,,,,
COMPLIMENT,Positiv,,Affil,,,,,,,,,,,
COMPOSURE,Positiv,,,,Strong,,,,,,,,Virtue,
COMPREHEND,Positiv,,,,,,,,,,,,,
COMPREHENSION,Positiv,,,,,,,,,,,,,
COMPREHENSIVE,Positiv,,,,,,,,,,,,,
COMPROMISE,Positiv,,,,,,,,,,,,,
CONCESSION,Positiv,,,,,,Weak,,,,,,,
CONCLUSIVE,Positiv,,,,,,,,,,,,,
CONCUR,Positiv,,Affil,,,,,,,,,,,
CONDONE,Positiv,,Affil,,,Power,,,,,,,,
CONDUCIVE,Positiv,,Affil,,,,,,,,,,,
CONFEDERATION,Positiv,,Affil,,,,,,,,,,,
CONFER,Positiv,,,,,,,,,,,,,
CONFIDANT,Positiv,,Affil,,,,,,,,,,,
CONFIDE,Positiv,,Affil,,,,,,,,,,,
CONFIDENCE,Positiv,,,,Strong,,,Pleasur,,,,EMOT,,
CONFIDENT,Positiv,,,,Strong,Power,,Pleasur,,,,EMOT,,
CONGENIAL,Positiv,,Affil,,,,,,,,,,Virtue,
CONGRATULATE,Positiv,,Affil,,,,,,,,,,,
CONGRATULATION,Positiv,,Affil,,,,,,,,,,,
CONGRATULATORY,Positiv,,Affil,,,,,,,,,,,
CONGREGATE,Positiv,,Affil,,,,,,,,,,,
CONJUNCTION,Positiv,,,,,,,,,,,,,
CONJURE,Positiv,,,,Strong,,,,,,,,,
CONNECT,Positiv,,,,,,,,,,,,,
CONQUER,Positiv,,,,Strong,Power,,,,,,,,
CONQUEROR,Positiv,,,,Strong,Power,,,,,,,,
CONQUEST,Positiv,,,,,,,,,,,,,
CONSCIENCE,Positiv,,,,,,,,,,,,Virtue,
CONSCIENTIOUS,Positiv,,,,,,,,,,,,Virtue,
CONSENSUS,Positiv,,Affil,,,,,,,,,,,
CONSENT,Positiv,,,,Strong,,,,,,,,,
CONSERVE,Positiv,,,,,,,,,,,,,
CONSIDER,Positiv,,,,,,,,,,,,,
CONSIDERATE,Positiv,,,,,,,,,,,,Virtue,
CONSIDERATION,Positiv,,,,,,,,,,,,,
CONSIGN,Positiv,,,,,,,,,,,,,
CONSISTENCY,Positiv,,,,Strong,,,,,,,,Virtue,
CONSISTENT,Positiv,,,,Strong,,,,,,,,Virtue,
CONSOLE,Positiv,,Affil,,,,,,,,,,,
CONSOLIDATE,Positiv,,,,Strong,,,,,,,,,
CONSTANCY,Positiv,,,,,,,,,,,,,
CONSTRUCTIVE,Positiv,,,,Strong,,,,,,,,Virtue,
CONSULT,Positiv,,,,,,,,,,,,,
CONSULTATION,Positiv,,,,,,,,,,,,,
CONSUMMATE,Positiv,,,,,,,,,,,,,
CONTACT,Positiv,,,,,,,,,,,,,
CONTENT,Positiv,,,,,,,Pleasur,,,,EMOT,,
CONTENTMENT,Positiv,,,,,,,Pleasur,,,,EMOT,,
CONTINUITY,Positiv,,,,Strong,,,,,,,,,
CONTRIBUTE,Positiv,,Affil,,Strong,,,,,,,,,
CONTRIBUTION,Positiv,,Affil,,Strong,,,,,,,,,
CONTRIBUTOR,Positiv,,Affil,,,,,,,,,,,
CONVENE,Positiv,,Affil,,,,,,,,,,,
CONVICTION,Positiv,,,,Strong,,,,,,,,Virtue,
CONVINCE,Positiv,,,,Strong,Power,,,,,,,,
COOPERATE,Positiv,,Affil,,Strong,,,,,,,,,
COOPERATION,Positiv,,Affil,,Strong,,,,,,,,Virtue,
COOPERATIVE,Positiv,,Affil,,Strong,,,,,,,,Virtue,
COORDINATE,Positiv,,,,Strong,Power,,,,,,,,
COORDINATION,Positiv,,Affil,,Strong,,,,,,,,Virtue,
CORDIAL,Positiv,,,,,,,,,,,,Virtue,
CORRECT,Positiv,,,,Strong,,,,,,,,,
CORRECTION,Positiv,,,,,,,,,,,,,
COUNCIL,Positiv,,,,Strong,Power,,,,,,,,
COUNSEL,Positiv,,Affil,,,Power,,,,,,,,
COURAGE,Positiv,,,,Strong,,,,,,,EMOT,Virtue,
COURAGEOUS,Positiv,,,,Strong,,,,,,,,Virtue,
COURTEOUS,Positiv,,Affil,,,,,,,,,,Virtue,
COURTESY,Positiv,,Affil,,,,,,,,,,Virtue,
COURTLY,Positiv,,,,,,,,,,,,Virtue,
COVENANT,Positiv,,Affil,,,,,,,,,,,
COZY,Positiv,,,,,,,Pleasur,,,,,,
CREATE,Positiv,,,,Strong,,,,,,,,,
CREATIVE,Positiv,,,,,,,,,,,EMOT,Virtue,
CREATIVITY,Positiv,,,,,,,,,,,,Virtue,
CREDENTIALS,Positiv,,Affil,,,,,,,,,,,
CREDIBILITY,Positiv,,,,,,,,,,,,,
CREDIBLE,Positiv,,,,,,,,,,,,,
CREDIT,Positiv,,,,,,,,,,,,,
CRUSADE,Positiv,,Affil,,,,,,,,,,,
CRUSADER,Positiv,,Affil,,,,,,,,,,,
CUDDLE,Positiv,,,,,,,Pleasur,,,,,,
CULMINATE,Positiv,,,,,,,,,,,,,
CULMINATION,Positiv,,,,,,,,,,,,,
CULTIVATE,Positiv,,,,,,,,,,,,,
CULTIVATION,Positiv,,,,,,,,,,,,,
CULTURE,Positiv,,,,,,,,,,,,Virtue,
CUPID,Positiv,,,,,,,Pleasur,,,,EMOT,,
CURE,Positiv,,Affil,,,Power,,,,,,,,
CURTSEY,Positiv,,,,,,,,,,,,,
CUTE,Positiv,,,,,,,,,,,,Virtue,
DANCE,Positiv,,,,,,,,,,,,,
DARE,Positiv,,,,,,,,,,,,,
DARING,Positiv,,,,Strong,,,,,,,,Virtue,
DARLING,Positiv,,Affil,,,,,,,,,,Virtue,
DAUNTLESS,Positiv,,,,Strong,Power,,,,,,,,
DAWN,Positiv,,,,,,,,,,,,,
DAZZLE,Positiv,,,,Strong,,,,,,,,,
DEAL,Positiv,,,,,,,,,,,,,
DEAR,Positiv,,Affil,,,,,,,,,,Virtue,
DECENCY,Positiv,,,,,,,,,,,,Virtue,
DECENT,Positiv,,,,,,,,,,,,Virtue,
DECIPHER,Positiv,,,,,,,,,,,,,
DECORATE,Positiv,,,,,,,Pleasur,,,,,,
DECORATION,Positiv,,,,,,,Pleasur,,,,,,
DECORATIVE,Positiv,,,,,,,Pleasur,,,,,,
DEDICATE,Positiv,,,,Strong,,,,,,,,Virtue,
DEDICATION,Positiv,,,,Strong,,,,,,,,Virtue,
